generic_name,brand_name,shekl_daroei,pharmacologic_category,goroh_darmani,mavared_masraf,nahve_masraf,mavared_mane,mavared_ehtiyat_masraf,avarez_shayeh,masraf_hamelegi,moshkel_kabedi,test_moredeh_niyaz
دکسترومتورفان,-,شربت,ضد ویروس,سرکوب کننده های سرفه,دکسترومتورفان یک سرکوب کننده سرفه است. این سیگنالها در مغز که باعث رفلکس سرفه می شوند ، تأثیر می گذارد.,Immediate-release: 10 تا 20 میلی گرم خوراکی هر 4 ساعت یا 30 میلی گرم خوراکی از 6 تا 8 ساعتExtended-release: 60 میلی گرم خوراکی هر 12 ساعتMaximum dose: 120 میلی گرم در 24 ساعت,دکسترومتورفان را به کودکی کوچکتر از 4 سال ندهید.اگر در طی 14 روز گذشته از مهار کننده MAO مانند ایزوکاروباکسیدید (مارپلان) ، فنلزین (ناردیل) ، رساگیلین (آزیلکت) ، سلژیلین و ترانیل سیپرومین (پاراتات) یا متیلن آبی تزریق استفاده کرده اید ، از دکسترومتورفان استفاده نکنید.,قبل از مصرف دکسترومتورفان ، در صورت حساسیت به پزشک یا داروساز خود بگویید. یا اگر آلرژی دیگری دارید این محصول ممکن است حاوی مواد غیرفعال باشد ، که می تواند باعث واکنش های آلرژیک یا سایر مشکلات شود. برای اطلاعات بیشتر با داروساز خود صحبت کنید. قبل از استفاده از این دارو ، تاریخچه پزشکی خود را به پزشک یا داروساز خود بگویید، به خصوص در مورد: مشکلات ریه (به عنوان مثال ، آسم ، آمفیزم). این دارو ممکن است شما را دچار سرگیجه یا خواب آلودگی کند. الکل یا ماری جوانا (حشیش) می تواند سرگیجه یا خواب آلودگی شما را بیشتر کند. تا زمانی که خواب آلود هستید، رانندگی نکنید ، از ماشین آلات استفاده نکنید و هر کاری را که نیاز به هوشیاری دارد انجام ندهید. از نوشیدن مشروبات الکلی خودداری کنید. در صورت استفاده از ماری جوانا (حشیش) با پزشک خود مشورت کنید.,کمی خواب آلودگی / سرگیجه ، حالت تهوع یا استفراغ ممکن است رخ دهد.,در دوران بارداری ، این دارو فقط در مواقعی که به وضوح مورد نیاز باشد ، باید استفاده شود.اطلاعات دقیقی در ارتباط با نرشح دارو در شیر وجود ندارد.,دکسترومتورفان در دوزهایی که توسط پزشک توصیه می شود ، یک داروی ایمن برای بیماران دارای یک کلیه است.,-
کتوتیفن,زکسیفن,شربت,تثبیت کننده ماست سل,آنتی هیستامین,کتوتیفن نوعی از داروهای آسم است که هر روز در صورت مصرف آن و همراه با سایر داروهای ضد آسم ، ممکن است باعث کاهش دفعات ، شدت و مدت علائم آسم یا حملات در کودکان شود. همچنین ممکن است منجر به کاهش نیاز روزانه سایر داروهای ضد آسم شود. کوتوتیفن برای پیشگیری یا درمان حملات حاد آسم مؤثر نیست. کتوتیفن با مهار برخی از مواد در بدن که به عنوان التهاب و علائم آسم شناخته می شود ، کار می کند.,برای آسم:بزرگسالان و کودکان 3 سال و بالاتر — دوز معمول 1 میلی گرم (1 قرص یا 5 میلی لیتر شربت) دو بار در روز ، یک بار در صبح و یک بار عصر است.نوزادان و کودکان از 6 ماه تا 3 سال — دوز بر اساس وزن بدن است و باید توسط پزشک تعیین شود. معمولاً 0.25 میلی لیتر (50 میکروگرم یا 0.05 میلی گرم) از شربت به ازای هر کیلوگرم (110 میکروگرم [میلی گرم] یا 0.110 میلی گرم در هر پوند) از وزن بدن دو بار در روز ، یک بار در صبح و یک بار عصر است.,افراد با حساسیت شناخته شده به هر مؤلفه این محصول,کتوتیفن ممکن است باعث شود که بعضی از افراد نسبت به حالت عادی دچار خواب آلودگی ، سرگیجه یا هوشیاری کمتری شوند. اطمینان حاصل کنید که قبل از رانندگی ، از ماشین آلات یا هر کار دیگری که می تواند خطرناک باشد. در صورت سرگیجه بودن یا هوشیار بودن ، نسبت به کتوتیفن واکنش نشان می دهید ، اطمینان داشته باشید.Ketotifen ممکن است باعث شود برخی از افراد هیجان زده ، تحریک پذیر یا عصبی شوند و یا در خواب مشکل داشته باشند. اینها علائم تحریک سیستم عصبی مرکزی است و به ویژه در کودکان بروز می کند.برای بیماران دیابتی:شکل شربت ketotifen ممکن است بر قند خون تأثیر بگذارد. اگر متوجه تغییر در نتایج آزمایشات قند خون یا ادرار خود شده اید یا سوالی دارید ، با پزشک خود مشورت کنید.,افزایش وزن,دسته بارداری: Cتغذیه با شیر مادر: در خانم ها مطالعات کافی برای تعیین خطر ابتلا به شیرخواران هنگام استفاده از این دارو در دوران شیردهی وجود ندارد. قبل از مصرف این دارو در هنگام شیردهی ، مزایای احتمالی در برابر خطرات احتمالی را وزن کنید.,-,-
دیفن هیدرامین کامپاند,-,شربت,هیستامین گیرنده H1,آنتی هیستامین,"دیفن هیدرامین  یک آنتی هیستامین گیرنده H1 نسل اول است که به طور گسترده برای درمان آلرژی های فصلی ، نیش حشرات و نیش ها و بثورات مورد استفاده قرار می گیرد. با این حال ، همچنین دارای خاصیت ضد میکروبی ، ضد درد ، هیپنوتیزم و ضدپارکینسون است. همانطور که گیرنده های هیستامین هم در محیط و هم در سیستم عصبی مرکزی وجود دارد ، نشان داده می شود که دیفن هیدرامین به دلیل آنتاگونیسم رقابتی گیرنده های هیستامین H1 در سیستم عصبی مرکزی باعث آرام بخشی می شود. در حالی که استفاده از آن در آلرژی درمانی ممکن است بعلت تأثیر آرام بخش کننده ، بعضاً مطلوب نباشد ، دیفن هیدرامین برای استفاده در بسیاری از داروهای خواب آور بدون نسخه و سرفه و سرماخوردگی که برای ""شب"" به بازار عرضه شده است ، مجدداً مورد استفاده قرار گرفته است.",واکنش اکستراپیرامیدال خوراکی: 25 تا 50 میلی گرم خوراکی 3 تا 4 بار در روزبی خوابی: 76 میلی گرم خوراکی یک بار در روز در زمان خواببیماری حرکتی دهان و دندان: 25 تا 50 میلی گرم خوراکی 3 تا 4 بار در روزآلرژیک رینیت خوراکی: 38 تا 76 میلی گرم خوراکی هر 4 تا 6 ساعت طبق نیازعلائم سرما خوراکی: 38 تا 76 میلی گرم خوراکی هر 4 تا 6 ساعت در صورت نیازخارش دهانی: 38 تا 76 میلی گرم خوراکی هر 4 تا 6 ساعت در صورت نیازادراری: 38 تا 76 میلی گرم خوراکی هر 4 تا 6 ساعت طبق نیازدیفن هیدرامین همچنین در ترکیب با کلروتئوفیلین( دیمن هیدرینات)  به عنوان داروی ضد تهوع مورد استفاده قرار می گیرد که به دلیل آنتاگونیسم گیرنده های هیستامین H1 در سیستم وستیبولار استفاده می شود.دیفن هیدرامین همچنین نشان داده شده است که در تعدادی از سیستمهای انتقال دهنده عصبی نقش دارد که بر دوپامین ، نوراپی نفرین ، سروتونین ، استیل کولین تأثیر می گذارد. در نتیجه ، دیفن هیدرامین به دلیل خاصیت ضد اضطرابی و ضد افسردگی آن مورد بررسی قرار می گیرد.,حساسیت به دیفن هیدرامین ، سایر آنتی هیستامین های ساختاری یا سایر مؤلفه های فرمولاسیون. نوزادان یا نوزادان نارس، در کودکان کمتر از 6 سال از جهت خواب استفاده نکنید.,• آسم: در بیمارانی که سابقه آسم دارند با احتیاط استفاده شود. بیماری های قلبی و عروقی: استفاده با احتیاط در بیماران مبتلا به بیماری قلبی عروقی (از جمله فشار خون بالا و بیماری ایسکمیک قلب). افزایش فشار داخل چشمی / گلوکوم: در بیماران با افزایش فشار داخل چشم یا گلوکوم بسته شدن زاویه با احتیاط استفاده شود. هایپرپلازی پروستات / انسداد ادراری: در بیماران مبتلا به هایپرپلازی پروستات ، انسداد گردن مثانه و یا انسداد GU با احتیاط مصرف شود. انسداد پیلورودودنال: با احتیاط در بیمارانی که انسداد پیلورودودنال دارند، استفاده شود. اختلال عملکرد تیروئید: در بیماران با اختلال عملکرد تیروئید با احتیاط استفاده شود.,-,گروه B در دوران بارداری.از دوزهای کوچک و گاه و بیگاه دیفن هیدرامین انتظار نمی رود که عوارض جانبی در نوزادان شیرخوار داشته باشد. دوزهای بیشتر یا مصرف طولانی تر آن ممکن است باعث ایجاد عوارض در شیرخواران شود یا میزان شیر دهی را کاهش دهد.,داده های فارماکوکینتیک محدود برای آنتی هیستامین های قدیمی تر ، نسل اول موجود است. به نظر می رسد بسیاری از آنها در ابتدا توسط کبد متابولیزه می شوند و در ادرار دفع می شوند. بیماران مبتلا به بیماری کلیوی و / یا کبد ممکن است در اثر عوارض جانبی آنتی هیستامین به دلیل تجمع دارو و متابولیت در معرض خطر بیشتری قرار بگیرند. درمان با آنتی هیستامین ها باید در چنین بیمارانی با احتیاط انجام شود. دوزهای اولیه پایین تر ممکن است مناسب باشد.,-
دیفن هیدرامین کامپاند,-,شربت,هیستامین گیرنده H1,آنتی هیستامین,این دارو برای سهولت در علائم آلرژی استفاده می شود.برای تسکین سرفه استفاده می شود.از آن برای رقیق شدن خلط استفاده می شود بنابراین با سرفه می توان از بدن خارج شد.برای کمک به بیماری حرکتی استفاده می شود.,دوز خوراکی ترکیب دیفن هیدرامین برای بزرگسالان 30-50 میلی گرم 1-3 بار در روز است. دوره درمان 10-15 روز است. به عنوان خواب آور - 50 میلی گرم در زمان خواب.,حساسیت به دیفن هیدرامین ، سایر آنتی هیستامین های ساختاری یا سایر مؤلفه های فرمولاسیون. نوزادان یا نوزادان نارسدر کودکان کمتر از 6 سال از جهت خواب استفاده نکنید.نقص شدید کبدی یا کلیوی,این دارو حاوی کلرید آمونیوم است. اگر به کلرید آمونیوم یا سایر مواد موجود در این دارو حساسیت دارید ، کلرید آمونیوم را مصرف نکنید.آسم: در بیمارانی که سابقه آسم دارند با احتیاط استفاده شود.بیماری های قلبی و عروقی: استفاده با احتیاط در بیماران مبتلا به بیماری قلبی عروقی (از جمله فشار خون بالا و بیماری ایسکمیک قلب).افزایش فشار داخل دهانی / گلوکوم: در بیماران با افزایش فشار داخل چشم یا گلوکوم بسته شدن زاویه با احتیاط استفاده شود.هایپرپلازی پروستات / انسداد ادراری: در بیماران مبتلا به هایپرپلازی پروستات ، انسداد گردن مثانه و یا انسداد GU با احتیاط مصرف شود.انسداد پیلورودودنال: با احتیاط در بیمارانی که انسداد پیلورودودنال دارند (از جمله زخم معده تنگی) استفاده شود.• اختلال عملکرد تیروئید: در بیماران با اختلال عملکرد تیروئید با احتیاط استفاده شود.,اسیدوز متابولیک، راش، ناهنجاری های EEG، تشنج، سردرگمی ذهنی، تحریک پذیری، خواب آلودگی، واکنش محل تزریق، علائم سمیت آمونیاک (تعریق ، تغییر تنفس ، ضربان قلب آهسته ، ضربان قلب نامنظم و کما)کمبود کلسیم منجر به تتانی می شود.پتاسیم خون پایین (هیپوکالمی)، مقادیر بالای کلرید خون در خون (هایپرکلورمی)، درد شکم، حالت تهوع / استفراغ، بیش فعالی، انسفالوپاتی.,گروه B در دوران بارداری.بارداری: اگر مزایای استفاده بیشتر از خطرات آن بود با احتیاط استفاده کنید. مطالعات حیوانی نشان می دهد که استفاده دارو با خطراتی همراه است اما مطالعات انسانی در دسترس نیست ، یا مطالعات حیوانی و انسانی نیز انجام نشده است.از دوزهای کوچک و گاه و بیگاه دیفن هیدرامین انتظار نمی رود که عوارض جانبی در نوزادان شیرخوار داشته باشد. دوزهای بیشتر یا مصرف طولانی تر آن ممکن است باعث ایجاد عوارض در شیرخواران شود یا میزان شیر دهی را کاهش دهد.در مورد استفاده از کلرید آمونیوم هنگام شیردهی ، اطلاعاتی در دست نیست. با پزشک خود مشورت کنید.,در نارسایی شدید کبدی یا کلیوی از آن استفاده نکنید,-
هیدروکسی زین,-,شربت,آنتاگونیست گیرنده هیستامین H1,آنتی هیستامین,هیدروکسی زین یک آنتی هیستامین است که اثرات هیستامین شیمیایی طبیعی در بدن را کاهش می دهد. هیستامین می تواند علائم خارش یا کهیر روی پوست ایجاد کند. از هیدروکسیزین ممکن است برای درمان واکنشهای آلرژیک پوستی مانند کهیر یا درماتیت تماسی استفاده شود.از آنجا که هیدروکسیزین باعث کاهش فعالیت در سیستم عصبی مرکزی نیز می شود ، می تواند به عنوان یک آرام بخش در درمان اضطراب و تنش استفاده شود. همچنین به همراه داروهای دیگری که در حین و بعد از بی حسی عمومی داده می شود ، استفاده می شود.از هیدروکسیزین نیز برای درمان واکنش های آلرژیک پوستی مانند کهیر یا درماتیت تماسی استفاده می شود.,دوز معمول بزرگسالان برای: اضطراب خوراکی: 50 تا 100 میلی گرم خوراکی 4 بار در روزدرماتیت آتوپیک: خوراکی: 25 میلی گرم خوراکی 3 تا 4 بار در روزخارش: خوراکی: 25 میلی گرم خوراکی 3 تا 4 بار در روزکهیر: خوراکی: 25 میلی گرم خوراکی 3 تا 4 بار در روزآرام بخش: خوراکی: 50 تا 100 میلی گرم یک بار در روزدوز معمول برای اطفال: آرام بخش دهان و دندان: 0.6 میلی گرم / کیلوگرم به صورت خوراکی یکبار در روزاضطراب - زیر 6 سال: 50 میلی گرم خوراکی در روز ، با دوزهای تقسیم شده-در حدود 6 سال: 50 تا 100 میلی گرم خوراکی در روز ، با دوزهای تقسیم شدهدرماتیت آتوپیک - تا 6 سال: 50 میلی گرم خوراکی در روز ، با دوزهای تقسیم شده-در حدود 6 سال: 50 تا 100 میلی گرم خوراکی در روز ، با دوزهای تقسیم شدهخارش: زیر 6 سال: 50 میلی گرم خوراکی در روز ، با دوزهای تقسیم شده-در حدود 6 سال: 50 تا 100 میلی گرم خوراکی در روز ، با دوزهای تقسیم شدهکهیر: - بعد از 6 سال: 50 میلی گرم خوراکی در روز ، با دوزهای تقسیم شده- بیش از 6 سال: حالت تهوع / استفراغکودکان: 1.1 میلی گرم بر کیلوگرم به صورت عضلانی یکبار در روز تا 100 میلی گرم خوراکی در روز ، در دوزهای تقسیم شده,هیدروکسی زین ، هنگامی که به موش ، موش و خرگوش باردار تجویز شود ، باعث ناهنجاری های جنین در موش و رت در دوزهای قابل ملاحظه ای بالاتر از محدوده درمانی انسان می شود. اطلاعات بالینی در انسان برای برقراری ایمنی در اوایل بارداری ناکافی است. تا زمانی که چنین اطلاعاتی در دسترس نباشد ، هیدروکسی زین در ابتدای بارداری منع مصرف دارد.هیدروکسی زین برای بیمارانی که حساسیت قبلی نسبت به آن نشان داده اند ، منع مصرف دارد.,عملکرد قابل توجهی هیدروکسی زین باید در مورد استفاده از مواد مخدر در رابطه با سیستم های عصبی مرکزی مرکزی مانند مخدرها، ضد درد های غیر مخدری و باربیتورات ها در نظر گرفته شود. بنابراین وقتی داروهای دپرس کننده سیستم عصبی مرکزی همزمان با هیدروکسی زین تجویز می شود ، باید میزان مصرف آنها کاهش یابد.از آنجا که خواب آلودگی با استفاده از این دارو ممکن است ایجاد شود ، باید در مورد این احتمال هشدار داده شود و در هنگام رانندگی با ماشین یا کار با ماشین آلات خطرناک هنگام مصرف هیدروکسی زین ، نسبت به رانندگی احتیاط کنید. باید به بیماران در مورد استفاده همزمان با سایر داروهای ضد افسردگی هشدار داد. همچنین ممکن است اثر الکل را افزایش دهد.,عوارض جانبی گزارش شده با تجویز (هیدروکسی زین هیدروکلراید) معمولاً از نظر طبیعت خفیف و زودگذر هستند.,اطلاعات بالینی در انسان برای برقراری ایمنی در اوایل بارداری ناکافی است. تا زمانی که چنین اطلاعاتی در دسترس نباشد ، هیدروکسی زین در ابتدای بارداری منع مصرف دارد.,میزان دفع کلیوی هیدوروکسی زین مشخص نشده است. از آنجا که احتمالاً در بیماران سالخورده عملکرد کلیوی کاهش پیدا کرده است ، باید در انتخاب دوز دقت کرد.,-
فکسوفنادین,سد آف,قرص,آنتاگونیست گیرنده هیستامینی H1,آنتی هیستامین,این دارو برای کاهش علائم آلرژی استفاده می شود.برای درمان کهیر استفاده می شود.,با یک لیوان آب کامل مصرف کنید.دوز بزرگسالان برای رینیت آلرژیک:180 میلی گرم خوراکی یک بار در روز یا 60 میلی گرم خوراکی 2 بار در روزدوز معمول بزرگسالان برای کهیر:180 میلی گرم خوراکی یک بار در روز یا 60 میلی گرم خوراکی 2 بار در روز-ماکزیمم دوز: 180 میلی گرم در روزدوز معمول کودکان برای رینیت آلرژیک:6 ماه تا 2 سال: 15 میلی گرم خوراکی 2 بار در روز2 سال تا 11 سال: 30 میلی گرم خوراکی 2 بار در روز12 سال و بالاتر: 180 میلی گرم خوراکی یک بار در روز یا 60 میلی گرم خوراکی 2 بار در روزدوز معمول اطفال برای کهیر :6 ماه تا 2 سال: 15 میلی گرم خوراکی 2 بار در روز2 سال تا 11 سال: 30 میلی گرم خوراکی 2 بار در روز,در مواردی که برای خود درمانی استفاده می شود از مصرف آلرژی به فکسوفنادین یا هر مؤلفه ای از فرمولاسیون استفاده نکنید.مستندات واکنش متقابل آلرژی زا برای آنتی هیستامین ها محدود است. با این حال ، به دلیل شباهت در ساختار شیمیایی و / یا اقدامات دارویی ، احتمال حساسیت متقابل را نمی توان با قطعیت رد کرد.,نارسایی کلیوی: در بیماران مبتلا به نارسایی کلیوی با احتیاط مصرف شود. تنظیم دوز ممکن است توصیه شود.,شایع ترین عوارض جانبی گزارش شده شامل سردرد ، خواب آلودگی ، سرگیجه و حالت تهوع است.,اطلاعات محدودی در رابطه با استفاده از فکسوفنادین در بارداری در دسترس است. هنگامی که به آنتی هیستامین نسل دوم نیاز است ، در حال حاضر سایر عوامل با اطلاعات بیشتر در مورد استفاده از آنها در بارداری در دسترس هستند.,نقص در کلیه: در بیماران مبتلا به نقص کلیوی با احتیاط مصرف شود. تنظیم دوز ممکن است توصیه گردد.,-
ویتامین B کمپلکس,بکوویت,آمپول,ویتامین ، محلول در آب,ویتامین ها,در اختلالات نیاز به تجویز به موقع ویتامین ها ، یعنی درمان قبل و بعد از عمل ، در هنگام افزایش نیازها مانند تب ، سوختگی های شدید ، افزایش متابولیسم ، بارداری ، اختلالات دستگاه گوارش که با مصرف یا جذب ویتامین ها ، بیماری های طولانی مدت یا هدر رفته ، الکلیسم و جایی که نقایص دیگری وجود دارد.,معمولاً 0.25 تا 2 میلی لیتر با تزریق داخل عضلانی یا آهسته تزریق می شود. غلظت های زیاد داده شده به صورت داخل وریدی ممکن است با استفاده از محلول های تزریق تزریقی رقیق شود.محصولات دارویی زایشی قبل از تجویز ، هر زمان که محلول و ظرف مجاز باشد ، باید از نظر بصری برای ذرات و تغییر رنگ آن مورد بازرسی قرار گیرند.,حساسیت به اسید فولیک ، سیانوکوبالامین ، پیریدوکسین یا هر یک از اجزای سازنده,اقدامات احتیاطی معمول برای تجویز تزریقی باید رعایت شود. در صورت بروز ته نشینی ، تزریق نکنید. به آرامی از راه داخل وریدی تزریق کنید. در صورت تزریق داخل وریدی ، غلظت های بالا باید با استفاده از تزریق نرمال سالین رقیق شود.,اسهال زودگذر خفیف ، پلی سیتمی ورا ، ترومبوز عروقی محیطی ، خارش اگزاما گذرا ، احساس تورم تمام بدن ، شوک آنافیلاکسی و مرگ. حساسیت نسبت به مواد ذکر شده ممکن است رخ دهد. مصرف باید با رعایت هرگونه واکنش غیرضروری قطع شود. ممکن است درد در هنگام تزریق عضلانی ذکر شود.,نیازهای دوز شما ممکن است در دوران بارداری متفاوت باشد. برخی از ویتامین ها و مواد معدنی در صورت مصرف مقادیر زیاد می توانند به نوزاد متولد نشده آسیب برساند. ممکن است شما نیاز به استفاده از یک ویتامین قبل از تولد داشته باشید که بخصوص برای خانم های باردار تهیه شده است.,-,-
فروس سولفات,-,شربت,محصولات آهن,عامل ضد کم خونی,کمبود آهنکم خونی همراه با نارسایی مزمن کلیهمکمل ویتامین / مواد معدنی,حداقل 1 ساعت قبل یا 2 ساعت بعد از غذا سولفات آهنی را روی معده خالی مصرف کنید. از مصرف آنتی اسیدها یا آنتی بیوتیک ها طی 2 ساعت قبل یا بعد از مصرف آهن خودداری کنیددوز معمول کودکان برای کم خونی فقر آهن:0 تا 5 سال: 15 تا 30 میلی گرم / کیلوگرم در روز فروسولفات (3 تا 6 میلی گرم در کیلوگرم در روز آهن المنتال)5 تا 12 سال: 300 میلی گرم فروسولفات (60 میلی گرم آهن المنتال)دوز معمول کودکان برای مکمل ویتامین / مواد معدنی:شیرخوار زودرس (کمتر از 37 هفته ) ، 0 تا 12 ماه: 10 میلی گرم در کیلوگرم در روز فروسولفات (2 میلی گرم در کیلوگرم در روز آهن المنتال)0 تا 6 ماه: 1 تا 1.35 میلی گرم در روز7 تا 12 ماه: 35 تا 55 میلی گرم در روز1 تا 3 سال: 20 تا 45 میلی گرم در روز فرسولفات (4 تا 9 میلی گرم در روز آهن المنتال)4 تا 8 سال: 20 تا 50 میلی گرم در روز فروسولفات (4 تا 10 میلی گرم در روز آهن المنتال)9 تا 13 سال: 30 تا 40 میلی گرم در روز فروسولفات (6 تا 8 میلی گرم در روز آهن المنتال)14 تا 18 سال: 40 تا 75 میلی گرم در روز فروسولفات (6 تا 15 میلی گرم در روز آهن المنتال),حساسیت به آهن یا هر مؤلفه فرمولاسیون. هموکروماتوز ، کم خونی همولیتیک,بیماری دستگاه گوارش در بیمارانی که دارای زخم معده ، انتریت یا التهاب مزمن روده بزرگ هستند خودداری کنید.,یبوست، ناراحتی معده، تیره شدن رنگ مدفوع، تیره شدن یا رنگی شدن دندانها,در دوره بارداری بی خطر است.,در صورتی که کمبود آهن خفیف برطرف شود ، درمان آهن خوراکی نه تنها برای بیماران مبتلا به CKD بلکه برای بیماران دیالیز صفاقی و بیماران بعد از پیوند کلیه در نظر گرفته می شود.,-
کلسیم,-,قرص جوشان,معدنی,مکمل ها,سوء هاضمه (سوء هاضمه). مقادیر بالای پتاسیم در خون (هایپرکالمی) ، سطح پایین کلسیم در خون (هیپوکلسمی). نارسایی کلیه. ریزش استخوان در افرادی که داروهای بنام کورتیکواستروئید مصرف می کنند. پاراتیروئید بیش از حد فعال (هایپرپاراتیروئیدیسم). استخوان های ضعیف و شکننده (پوکی استخوان) ، سندرم قبل از قاعدگی,برای جلوگیری از کاهش سطح کلسیم: به طور معمول روزانه 1-2 گرم کلسیم عنصر استفاده می شود. بعضی اوقات با 800 واحد (IU)ویتامین D مصرف می شود.برای سوزش سر دل: 1 / 0-1 تا 5 گرم کربنات کلسیم در صورت نیاز استفاده می شود.برای کاهش فسفات در بزرگسالان مبتلا به نارسایی مزمن کلیوی: 1-6.5 گرم در روز از کربنات کلسیم یا استات کلسیم استفاده شده است. دوز روزانه بین وعده های غذایی تقسیم و مصرف می شود.برای جلوگیری از ضعف استخوان ها (پوکی استخوان) ناشی از مصرف کورتیکواستروئید: روزانه دوزهای 5 / 0-1 گرم کلسیم عناصر تقسیم شده.برای کاهش سطح هورمون پاراتیروئید (هایپرپاراتیروئیدیسم): 1.2-4 گرم کلسیم ، معمولاً به عنوان نمک کربنات. اغلب از این ترکیب به همراه رژیم غذایی کم فسفات یا 800 واحد (IU)ویتامین D استفاده می شود.برای پیشگیری از ضعف استخوان ها (پوکی استخوان): اکثر متخصصان توصیه می کنند روزانه 1000-1200 میلی گرم کلسیم برای جلوگیری از پوکی استخوان و استخوان های شکسته مصرف کنید.برای افزایش تراکم استخوان جنین در زنان باردار که میزان کم کلسیم در رژیم غذایی دارند: 300-2000 میلی گرم در روز ، در طول سه ماهه دوم و سوم گرفته شده است.برای سندرم قبل از قاعدگی: 1-1.3گرم در روز به عنوان کربنات کلسیم.برای پیشگیری از سرطان کولورکتال و تومورهای خوش خیم روده ای مایع (آدنوم): حداکثر 2 گرم در روز.برای کلسترول بالا: روزانه 800 میلی گرم تا 2 سال. کلسیم 1200 میلی گرم که روزانه در 2-3 دوز تقسیم شده ، به تنهایی یا همراه با ویتامین د 400 واحد(IU) روزانه مصرف می شود ، همچنین تا 15 هفته در رابطه با رژیم کم چربی یا کالری محدود استفاده می شود.برای جلوگیری از فشار خون بالا در دوران بارداری (پره اکلامپسی): 1-2 گرم کلسیم عنصری روزانه به عنوان کربنات کلسیم.برای فشار خون بالا: روزانه 4/4 تا 2 گرم تا 4 سالبرای جلوگیری از ریزش دندان در افراد مسن: 500 میلی گرم کلسیم به همراه  700واحد (IU) ویتامین D به مدت 3 سال.برای کاهش وزن: کلسیم 800-1200 میلی گرم در روز با یا بدون رژیم غذایی با کالری محدود استفاده شده است. در بعضی موارد کلسیم به همراه 400 واحد (IU)ویتامین D مصرف می شود.,سارکوئیدوز، افزایش فعالیت غده پاراتیروئید، وجود مقدار زیاد کلسیم در خون، کمبود آب بدن، یبوست، سنگ کلیه، کاهش عملکرد کلیه، توموری که استخوان را حل می کند,مصرف بیش از حد مکمل کلسیم با خطر بیشتر کلیه و احتمالاً افزایش خطر ابتلا به بیماری های قلبی عروقی و سرطان تهاجمی پروستات همراه است.,گاز ، یبوست و نفخ,اگر کلسیم به صورت خوراکی و در دوز تجویز شده مصرف گردد مشکلی ایجاد نمی کند,مصرف بیش از حد کلسیم موجب ایجاد نارسایی کلیوی و ایجاد سنگ کلیه می گردد.,-
مولتی ویتامین,سانوکسیر,شربت,1200 I.U. Vit.A + 100 I.U. Vit.D3 + 1mg Vit.B1 + 1mg Vit.B2 +  0.5mg Vit.B6 + 50mg Vit.C + 1mg Vit.E + 5mg Nicotinamide + 2mg Dexpanthenol + 25mg Calcium Gluconate + 25mg Calcium Phospholactate + 17.5mg Zinc Gluconate,ویتامین ها و مواد معدنی,مولتی ویتامین ها ترکیبی از ویتامین های مختلف است که به طور معمول در غذاها و منابع طبیعی دیگر یافت می شوند.از مولتی ویتامین ها برای تهیه ویتامین هایی استفاده می شود که از طریق رژیم غذایی مصرف نمی شوند. از مولتی ویتامین ها نیز برای درمان کمبود ویتامین ها (کمبود ویتامین ها) ناشی از بیماری ، بارداری ، تغذیه نامناسب ، اختلالات گوارشی و بسیاری شرایط دیگر استفاده می شود.,دقیقاً مطابق دستورالعمل برچسب یا مطابق پزشک خود استفاده کنید.به طور منظم از مولتی ویتامین ها استفاده کنید تا بیشترین سود را کسب کنید.,حساسیت به هر یک از اجزای فرمولاسیون,در صورت خراب شدن یا مفقود بودن مهر و موم استفاده نکنید. بین 55 درجه فارنهایت و 75 درجه فارنهایت (12 درجه سانتی گراد و 25 درجه سانتیگراد) و دور از دسترس کودکان نگهداری کنید. اگر باردار هستید ، شیر می دهید یا داروهای خاصی مصرف می کنید ، قبل از استفاده با پزشک مشورت کنید. در صورت بروز عوارض جانبی ، استفاده و استفاده از پزشک را قطع کنید.,اسهال ، خستگی ، حالت تهوع ، سردرد,FDA دارو را طبقه بندی نکرده است.,-,-
